itemId,oof_Ymax
4570,647.0324598622458
4582,966.5735179547702
4584,1184.965235660032
4608,765.2821240866438
4629,741.1140792577625
4631,998.7848755562159
4752,811.0009961060925
4788,1499.5644166328102
4846,929.6558169322756
4878,1182.9885151885808
4927,1235.462078318606
4936,590.0470045581794
4972,1077.1789908307571
4992,899.4250554727345
5009,603.2337843850746
5014,581.9324036529489
5067,1301.7452533836756
5169,851.9723172836915
5205,799.0712526238544
5286,744.4402978771429
5312,852.2129612203098
5389,488.47604245144464
5444,708.375505919487
5447,1181.7705782212756
5466,645.3437759494542
5471,1463.1760496676927
5519,1592.4044070039613
5602,1091.45910675132
5604,960.6176533509223
5611,1205.5885645780543
5647,1163.749729386226
5670,917.7051652605129
5676,1034.5285425706022
5705,1630.3766447261053
5709,875.2657765268488
5778,1211.196267918792
5797,880.2654938409947
5886,1129.674297947208
5907,596.5658275581357
5920,916.8258384648509
6013,944.6226262792642
6090,795.6492556112782
6132,811.0416294439365
6162,1169.785322929496
6171,976.8144607241514
6219,659.4540115764667
6308,553.2570903817257
6433,947.8298221406226
6441,719.9390918510161
6497,1621.20140549409
6606,616.178387345012
6646,819.1026729721967
6665,881.4371055092055
6736,602.6658526859997
6933,1483.3400184734332
7010,697.3445278245806
7090,1023.0658249539239
7243,1138.2272117998582
7266,588.942222826565
7290,953.0468890797745
7305,1161.3931614467024
7394,1156.5527326477002
7439,784.7602495058683
7458,848.458385477351
7478,767.8160437149919
7481,576.0389488784301
7485,911.4187794933238
7535,809.5958813521763
7555,1077.111253875472
7591,693.3011352110134
7617,892.9858585281221
7673,1208.3753591134387
7707,1082.2415169283227
7720,841.0892868049143
7761,470.88299040674275
7815,566.28263067161
7862,712.0635236419832
7876,671.7042494226844
7994,1313.5043171157838
8127,975.5964264040932
8180,1507.2275780564498
8271,874.4585730388355
8288,747.2002811100325
8296,1061.6315946843451
8316,977.41662472136
8324,1169.7774087069292
8374,1203.2506355397263
8376,1167.3360846827757
8387,1124.2951490606833
8398,1034.2912243470762
8438,1100.273129802804
8506,951.9191767858764
8520,1020.545029135504
8569,939.4274174977228
8585,1140.3087453987985
8636,1197.7012579790646
8713,1127.438440877059
8723,1113.7419304538544
8747,1153.3361192581633
8774,1295.7178098514291
8836,1130.0860959437475
8904,523.2903979348465
8924,911.3718825192577
8947,1149.4541911283557
9014,945.5642255339103
9021,558.2864927598417
9027,813.5970170689253
9044,640.267767152182
9122,805.5375059196562
9155,558.7233535165448
9180,987.1259876142344
9199,1037.03554697167
9209,651.6522526504647
9211,619.6525218798689
9292,579.0789737352704
9323,617.6885633483826
9333,1616.0068037250667
9395,1659.9361384140768
9407,986.1887940054485
9427,575.2177283115819
9454,671.3101598040319
9467,877.5222633267508
9481,750.1095517728462
9523,886.4998080431989
9636,1070.0590854846141
9655,1180.708981544334
9663,871.2140878211957
9713,998.2714340646718
9743,994.1354193687114
9813,1072.819749530675
9880,642.1727852795805
9890,1355.9100470973872
9894,490.23870106273273
9922,1148.102952332669
10004,772.5989830419616
10006,1015.539103248852
10010,809.0496602459033
10058,914.619803560124
10167,1088.869142850495
10201,481.3069887480508
10255,1088.7861968221343
10273,758.6819580726457
10323,914.7253218696555
10326,735.0197206282127
10358,873.8473289322592
10412,1145.2077028950898
10417,1082.0480750560523
10477,775.5113450061239
10521,1001.2298395116062
10544,603.1194691642147
10598,904.4137624219819
10626,888.9045846584744
10637,532.7373370481994
10727,753.913226575362
10732,804.7741038919412
10766,685.1939656846642
10785,1373.202003004702
10845,607.508018296265
10867,837.3717602716479
10878,586.258491205363
10896,1013.9938357156378
10916,922.1536097166511
11031,839.8844188514494
11036,1029.843473632492
11109,1172.819765790455
11131,1129.6216063783584
11174,1151.6413698476995
11184,655.6655254530195
11212,500.7083724354477
11214,718.9018595976153
11258,586.3109651800489
11372,692.1546945304046
11383,749.9197592081877
11687,1023.6524019093017
11703,547.8246021468932
11796,1667.9904847793637
11805,937.7300775189784
11891,1030.725114374787
11910,899.4099279883354
11921,865.2441060553173
11938,633.2367123878553
11979,1220.3150247868123
12016,719.6123669567372
12215,1020.5272158887755
12233,627.3588272223302
12338,821.7296182944237
12371,1491.7712334225419
12433,660.2219555540936
12466,598.6918934361429
12488,826.3216947813116
12515,717.7417536142764
12543,691.1056696797659
12564,1153.5470121078286
12582,1274.190458792559
12667,912.1986323860913
12669,879.7910169358154
12677,1128.1871767352782
12695,815.6015607963358
12701,1154.7647625015557
12780,1124.8291659569695
12788,802.029433697333
12796,1339.8719215585463
12831,1174.3242075968128
12908,1142.2676803261827
12975,1195.5712750597154
13007,924.7620582454058
13017,1138.924995454951
13110,883.9635750780955
13134,1028.5929958879203
13145,887.1839357175035
13194,698.2248706134118
13209,916.7803354996993
13260,1078.1871634087279
13293,1008.0387848050326
13336,508.0710611489856
13353,883.7968770822229
13386,938.3514318999684
13438,1501.6038305141738
13502,1016.9454481774692
13504,1209.1387554934358
13526,706.4167929185695
13623,649.9816463010089
13675,1392.9614196398293
13695,1027.2561935303052
13738,674.7790665332644
13778,1220.7977569554857
13832,655.788872207325
13844,1520.0534136206181
13855,1133.3073704654537
13862,1092.5760068860181
13871,1260.3528592305274
13899,1041.1403299477197
13954,965.0360671688393
13967,1222.1315897732186
13983,702.546860398691
14020,1064.8712172083165
14045,1030.642493083848
14056,1106.2674751063898
14067,716.4055187539955
14100,1438.8161108652248
14182,1378.5283353691448
14203,1137.2680619804974
14215,1042.0708603769774
14350,701.518343920759
14408,1594.5391817279785
14480,1031.1591840418641
14574,1578.1806848109595
14575,911.8336831965136
14676,869.5044824666105
14681,1120.29762215867
14685,868.8817016235073
14941,402.2177915582508
15026,1407.5813938030929
15092,545.8288286849488
15096,876.6444459545364
15139,913.7352352414376
15150,672.9733654739406
15247,589.2511887736118
15331,997.3054808342031
15352,1480.997401958097
15374,926.7454231886056
15421,860.5699460424796
15471,671.1122138516262
15490,1117.682620000107
15600,638.3315269477284
15635,1201.4972983281998
15657,668.701601684811
15705,648.6321169427824
15722,452.25612859304766
15763,769.9518113274213
15792,976.8288854732491
15826,704.0971522821686
15840,1021.3999043995395
15842,710.3722735242184
15887,1062.3203053514987
15913,1116.0883911087335
15953,1317.3823892933356
15960,557.7064818659803
15980,1087.3055657138364
16044,1087.8853571750612
16045,683.07035142244
16066,1036.1471366364613
16073,953.5921056794523
16118,932.040201255862
16228,586.2915187776999
16236,1178.190966151103
16237,716.8814931506005
16238,1046.2716228220115
16332,864.0876844975829
16356,866.2219370425241
16456,834.8068362774901
16468,1177.4388484460321
16515,755.6365664233635
16538,1048.5420195243175
16681,635.9034776834467
16809,1442.3027938630953
16818,579.7307216511092
16845,1219.627623577351
16852,740.9280982594789
16891,1168.3724833352946
16944,1264.8770663686416
17007,888.8157308154883
17132,1051.4060975933
17177,751.1897194956754
17180,745.9811195651165
17190,1076.1132388750348
17191,1225.967414108914
17194,600.5245228662541
17208,1122.288586042258
17216,1058.0140120938916
17222,838.8002529352339
17240,589.6645058563265
17285,1104.238953323505
17324,913.1371047978549
17366,1063.4871864515496
17403,692.0818295680399
17415,1140.1739588127673
17419,849.2919069418723
17449,1148.4858313686445
17580,1070.7776124601196
17591,695.9316478243425
17604,704.2519576287397
17622,559.439977198806
17653,616.8734790456355
17736,971.9818074888905
17775,1132.9929095220768
17852,1161.6977524649567
17919,1029.3332034980444
17925,1150.6943241501162
17990,1183.5657327219292
17997,1482.878107071408
18064,1076.3440226767457
18093,1034.3774437918482
18096,1048.2560219290385
18120,1041.7978775765298
18159,1054.678851121158
18167,614.7827273371208
18168,1062.706192153269
18232,598.6864507903325
18269,678.3761207067539
18281,1029.0234922075072
18346,1214.9372033617512
18371,1101.0635556108314
18374,808.79317260466
18453,681.5040309940338
18490,751.8326647603383
18493,683.6531768497772
18546,826.0745571947822
18712,751.5777968527286
18713,711.9135945834864
18729,1025.5759917381765
18750,639.3839872444008
18756,1195.2348914575284
18784,958.1642304653344
18796,647.966733854843
18830,959.4621110821712
18864,761.3043530066908
18994,537.9960192777945
19022,1324.2140174210704
19043,820.3498931602677
19080,1384.2080345141526
19082,1472.3619326874843
19125,536.8139769517609
19179,594.7417135189863
19187,450.5383482557563
19200,690.3781373577326
19229,1153.7898400821584
19237,1237.221757688722
19239,1115.9275915238889
19261,649.4008755751114
19262,751.0421435625661
19388,1005.8010276258466
19394,566.116552060138
19471,819.0028287064198
19545,748.0417454388785
19558,1189.2913425483002
19633,1010.369663577558
19666,720.1043443750631
19745,586.7636757282264
19771,1106.9266016707318
19799,1541.2870843948808
19834,745.3389613197877
19846,853.4661234161059
19861,1238.8952290903308
19871,1010.2558446903431
19926,1198.9312829383757
19947,1430.3305213756423
19959,1070.6996657803716
19962,1237.814111243584
19963,767.2515814382548
19964,1071.4646557498459
20028,642.2074531817769
20098,952.9242121509492
20243,636.7092563318089
20259,1509.86760338783
20270,722.2113220320671
20275,1105.6451810404676
20303,739.7715393009769
20305,701.9445183498332
20309,733.0102140080112
20311,1653.2818516571876
20372,1068.8626070638775
20379,703.6517989726829
20383,879.9449002089796
20427,1213.132264818633
20438,1120.7464461389584
20476,1118.6478480162884
20483,797.0427443979669
20486,1016.0786834730906
20558,1180.754118331601
20671,792.6166964124603
20710,1098.768335423009
20735,770.2575736192007
20754,469.3030850867431
20768,708.782386473647
20834,832.271928860532
20852,1195.3546617698148
20859,962.6958607615969
20917,518.6778155937554
20930,938.3628440480604
20968,997.2988946488136
21040,1103.925504029593
21053,589.3486132652782
21067,1054.5418579496793
21080,969.2798436464853
21098,1421.9818730007346
21223,811.7159008378073
21231,1030.4088824368707
21296,1096.998398460032
21299,713.9810352702652
21356,903.430180393049
21390,1038.0995806070946
21424,600.0831542612132
21486,805.0858790047828
21553,675.3613579966566
21563,813.2550960598529
21578,1136.1768855984549
21605,1169.4859875164757
21655,1224.5949228541067
21656,1030.1512685757898
21659,1433.5634933506503
21732,1164.0918300110425
21781,1417.8891247885938
21793,1218.5437742502115
21822,1024.2094007100973
21836,754.4230791109431
21839,593.7222765794218
21997,1131.788282124984
22052,1157.3769476200807
22125,1117.231757255282
22164,433.6386117797565
22165,634.610499089911
22254,1412.2070110425861
22326,673.9781995682043
22330,853.3637748252218
22331,943.4318098714166
22391,678.6319800209293
22393,900.9647575556942
22408,870.4444898655331
22413,1252.3689431044666
22454,1012.0748504104171
22475,747.2791961284843
22476,1305.2423372419707
22483,734.830696160163
22537,1166.5530385872028
22538,740.2809550359624
22604,1266.8555791244246
22610,513.0831454322594
22626,674.2099134950198
22723,626.8313528709195
22880,748.0984915704296
22891,1234.5738882350465
22892,958.1219094837656
22992,1300.0477029601948
22998,873.110627364636
23024,817.1792974175261
23031,437.5323220655959
23060,640.1648344752413
23092,885.8455676359623
23104,1182.900311521881
23115,697.0764432681295
23135,674.7531539539837
23173,876.8749116456769
23181,1050.2085563075398
23259,1209.5077212299013
23261,1123.7889133738927
23267,1036.9852053704767
23294,791.5117863390326
23334,1157.116006238123
23342,516.7940314471035
23371,519.2927917480947
23372,549.5636513162726
23416,763.4507588442543
23435,636.0391210357046
23464,1081.3062297095728
23489,766.6453155649625
23511,1696.0384780508564
23546,907.0799749789336
23561,818.3317242895962
23609,763.9801659583807
23680,884.8098728909697
23685,1048.0896365254325
23728,803.6044580789717
23820,1483.7909657612847
23835,1026.2316417162367
23858,1660.043904044609
23861,437.0171886064674
23883,997.0140599121492
23916,610.3453659223599
23961,1295.3827089597235
23986,693.6386585222671
24053,1184.039746669982
24077,1297.2862203908915
24142,1216.8821421763457
24164,758.0210406180753
24291,540.6698090727853
24307,662.1784362379783
24380,1529.568233502094
24381,641.533985159779
24422,691.2725733529979
24450,487.32975838150264
24527,1177.129674175775
24544,1147.4896223359558
24558,669.5398726320232
24662,1496.5795738286558
24752,1632.762845426077
24763,899.987002896242
24950,704.3392768262489
24976,949.0362287368598
25014,607.1680637584648
25065,1130.9255793743619
25072,951.5818618090643
25080,1059.213787026038
25094,843.2058568730325
25105,849.5324838430465
25112,1130.3519860305298
25135,1187.5487091575549
25142,1425.4881563189986
25162,1194.4990757157736
25324,1079.2046717980645
25399,684.0746344431997
25401,932.8213709319475
25489,868.1636646323268
25530,687.5097691576495
25583,960.3409201534081
25815,1054.6238464469914
25880,1102.338654385142
25962,648.3266540492745
25963,1195.7723613199664
25975,1072.416837277009
25988,907.5103872686259
26006,977.02487045379
26046,502.4738511104913
26191,567.5616172725919
26233,967.9614610386212
26263,599.2749727327493
26272,890.5910266018801
26303,822.2383897638626
26374,873.6049298990368
26391,870.4705977927229
26393,683.0921253965626
26395,1086.968901155379
26428,967.071314484802
26489,632.7206688088032
26492,978.415948479354
26565,1420.0298242081765
26628,600.4631004995595
26654,640.428452964249
26659,878.3143055355382
26760,1031.868618492678
26839,947.8226777703462
26853,927.0315054265628
26858,628.8404673035
26881,858.193605897792
26888,872.180999428873
26930,691.3450908086803
26931,611.0142533294902
26967,1093.0199407391228
26973,1515.1879952917106
27005,1213.0671096267224
27107,891.1550726971456
27116,1100.0619644843264
27121,834.8821502755295
27152,1036.6244181137847
27233,1161.073718893117
27245,751.8335780609053
27312,541.0481706395622
27341,1088.2007996179454
27396,1475.5977304675152
27398,916.1814909221412
27420,660.46692471965
27546,894.3577974295281
27559,984.045617958414
27571,1023.8320401234348
27587,834.8952662498998
27601,1312.9078046601098
27603,870.5219834463124
27634,1282.9894416626112
27645,874.8472013851184
27663,1197.5186478039138
27714,891.5136358433926
27762,799.6505647476566
27795,1321.6825932058791
27956,1274.5451928478192
27958,693.4237511747552
27959,814.0370469477381
27969,715.5569451021544
27993,858.3743385677647
28021,536.9703724768609
28030,830.8348589649546
28096,540.3119965273552
28172,696.2197796189213
28183,915.5300555772842
28195,985.0965051975604
28353,641.1876897065914
28398,880.2076016126658
28422,1148.1513631175226
28464,448.6484124702873
28469,850.7075991571618
28478,899.4818693534019
28560,1235.23255170397
28594,1442.069208716748
28597,517.4887429460375
28677,638.5295679246814
28736,894.7588188110683
28739,1390.6891099727402
28802,1564.1098002548113
28804,775.629388898113
28831,548.3012172692355
28915,1036.9674372744516
28917,796.1805695580484
28965,555.3947284165081
28987,1191.7812438196304
28998,1307.8578677192668
29008,911.8701830250591
29012,525.7088544212554
29018,635.0458890014796
29123,651.6089593983688
29141,985.571605004889
29164,927.4380126919109
29167,992.7706039736056
29174,1068.0527593924992
29178,1198.0211725925762
29182,1193.6894576822524
29200,756.73765018869
29236,770.4027406213886
29237,1129.7197836700498
29282,1213.2886661571395
29286,649.9321834059639
29498,492.24895377630827
29550,750.989506141128
29563,1045.4286438913573
29585,1461.534547103717
29593,1119.0593287841325
29645,543.3210383337985
29669,951.0680484226492
29780,1615.933882891073
29854,1248.5696463058061
29906,1038.065736283501
29956,862.1664562911478
30034,1034.2114635634998
30089,587.1685955725487
30093,1430.9514667339179
30097,645.2348631178879
30112,1018.0323149042448
30121,727.6142204561345
30200,1146.851114874391
30204,1204.5664009043078
30215,540.3174853704364
30242,1335.5769906771216
30247,1130.6474646527895
30274,1146.5939204244255
30315,861.4938265124698
30437,1096.887740657482
30510,1100.9450516358938
30583,832.3529924067142
30615,495.2526917654158
30683,1286.403991909646
30699,830.1106889597145
30724,560.0828157094243
30742,866.841810670926
30796,1154.1175968354823
30934,1108.390317112025
30965,687.2110884978696
31018,617.1824368603351
31033,956.5175955728439
31045,1307.2654658468737
31086,645.4816340242824
31098,1090.8806658297706
31101,831.5866768731867
31168,888.9398046860438
31182,733.3153431270498
31229,891.2047086259606
31252,700.775283418936
31292,621.8860823354566
31297,462.13108134971566
31331,1389.154020957108
31392,1179.12991304039
31398,971.0296351749008
31443,489.2944895487017
31515,769.0751634644694
31556,790.6717634276007
31561,609.5435179156566
31634,1023.3420807412424
31641,1008.3588302050945
31700,708.817294931933
31749,1022.8016631569366
31863,848.3162745822486
31881,1187.0493896124824
31932,648.2818723883149
32004,1427.619387690691
32050,1332.424141288213
32067,1149.4762762474409
32101,1069.793990357405
32106,916.5545289954974
32119,840.4911273067011
32152,625.4696665065899
32159,1128.1779580325963
32182,557.2098506330007
32264,609.3163015084949
32281,527.7575194686794
32303,692.2561298797121
32310,658.3145414582176
32337,1042.037310656564
32366,622.7227143743531
32387,534.3018239693059
32415,547.1979654214558
32431,517.889715727581
32442,898.8068033070132
32477,701.6680998656216
32479,654.8527099663809
32493,1156.681162377605
32513,1070.4392422079327
32551,1458.9498031841076
32626,826.2473291611155
32631,845.4015502932649
32641,920.6399956202818
32701,952.3350278946199
32714,854.3681539033928
32764,918.0290104689046
32798,1081.497768269535
32866,531.9184480851735
32888,981.9796086976776
32928,816.148281539082
32954,916.4708848959433
32988,1555.3097267079188
33024,1064.4434612674402
33046,1512.8640720073502
33081,680.2397942960092
33084,913.917176607044
33252,1294.3656800895878
33259,1486.1182696443598
33275,1170.3852948355473
33304,1625.3772725306226
33357,1066.407695631072
33434,823.2243947222332
33518,857.0356703819787
33551,1075.0905503844813
33598,1274.3700735710154
33651,1030.7475925781368
33665,621.3890060907772
33682,985.5455916226546
33690,1158.412482407579
33743,1131.8659758427048
33764,1404.5598175612154
33804,711.1950745107885
33858,833.2486095968542
33872,930.8802878172486
33896,1250.6168739387733
33897,970.5555542248655
33942,649.5091935173606
34114,1156.3110591173402
34115,895.7297007161785
34151,1350.3309172638235
34163,690.4602775276456
34170,1018.8893922189084
34212,1216.5718953027983
34214,961.2443220424874
34245,1558.4975584032584
34247,1466.1022240261248
34332,959.7679627778697
34339,897.8179074582595
34362,648.3547458413213
34495,936.4917261185797
34508,1119.7796028515359
34543,1179.8724344856391
34614,625.2947362902215
34667,1261.8754809037152
34774,982.5826966823824
34791,1002.7391076028416
34824,1069.562837815894
34910,394.20143026088493
34934,1088.1010999125785
34957,1033.0520093148295
34973,740.980638342064
34990,825.4896454565932
34994,1232.3448288585178
34998,616.0603310626402
35081,1161.4987796740645
35102,1456.2660608492465
35123,1191.5951125785796
35131,1108.0027105911133
35187,1026.337610452832
35189,1019.5465501756379
35223,920.1889853270528
35341,990.3176973474613
35360,656.865008571284
35388,617.0055640935416
35470,643.0368627671733
35476,983.0265637343665
35492,818.1509297384551
35648,1333.6564504513854
35652,615.4599879553288
35684,594.1812780716649
35699,797.3296059273134
35703,641.2400357055413
35719,946.0224210052066
35738,662.8409377764056
35799,1329.819151543928
35851,644.1953695514069
35868,772.2704291076642
35873,889.8757032324413
35962,894.148959528249
