itemId,Xmax
8647,675.1210552027638
8761,75.14490511574505
8799,362.1644515419508
8841,451.427603066287
8937,127.43796831366316
8948,849.6254016281987
8950,826.0566133844494
8955,142.0618057773527
9098,664.7163360448575
9216,47.18658936080551
9306,242.8307296467321
9444,241.87820655788457
9489,400.83147719756175
9539,344.1233469396084
9606,281.6575599087519
9628,192.87507911079382
9762,170.96131882833765
9842,562.9296846845785
9893,49.40950159584111
9951,765.7120461522663
10052,768.4642910780129
10195,107.4098027957188
10280,569.3297041884232
10339,677.1971797892043
10532,796.0090634521703
10634,486.72536988579793
10712,727.0671350494875
10723,841.4001148267912
10820,37.80009941827221
10864,467.1411844242914
10913,143.76113036557618
10983,322.8217971254533
11147,874.2085139235317
11211,792.9771152919047
11275,370.899342194048
11365,617.0859833287284
11380,433.05788715279664
11410,703.8622744157773
11463,430.28428488609393
11468,123.92911639270547
11612,602.7868698454914
11735,77.35416487259032
11736,468.7563829797441
11913,815.4438525186972
12249,768.5497429932993
12275,105.23063636742353
12283,723.8252662508683
12300,811.5155855028754
12448,818.7141230059963
12504,734.1694039176987
12545,185.13399844692046
12559,132.51398304241297
12662,366.41720292421826
12851,289.60354606123315
13115,855.5449750401809
13156,389.541718239598
13162,743.6041030846527
13288,191.83955813031477
13369,362.0049511949604
13413,378.1718875693066
13457,401.24075319761175
13515,822.2780925816048
13593,599.829069239052
13610,820.6466794392123
13720,538.9512128231704
13751,499.44736432921286
13884,499.4156030163384
13921,545.3380091180646
14033,178.18178106491712
14077,811.1923048785127
14152,521.8674763761975
14178,214.7381919397023
14254,266.19760994984375
14310,446.8403246231572
14376,180.39601276159516
14459,615.9852543369888
14564,256.4643132186555
14821,584.436494425534
14844,651.168063689638
15156,257.02387623741885
15169,619.8514744631069
15170,331.61180926602236
15290,90.10693272167283
15382,646.0989471714985
15391,624.1983910132403
15418,592.3090108118311
15455,871.2711898875089
15569,46.914972116595294
15596,490.45926043655606
15677,270.8533497582447
15685,772.6882194611677
15732,535.1250442409503
15749,694.3749848733203
15774,319.9075536574012
15874,323.55026432459624
15912,54.27884998911049
16002,797.4010699436644
16036,56.13993339958761
16038,408.2021666100321
16278,561.7614390805334
16288,840.1029873756386
16335,805.4302149865284
16449,364.08539563168915
16465,704.5621572260243
16477,306.1640677917108
16510,303.10524638893673
16543,528.9933958964781
16612,768.5392238771623
16625,370.529358242487
16688,731.2795666849094
16857,71.98115565237197
16996,561.8569934764215
17064,92.84566821504916
17130,132.54125472072906
17171,841.0248370823913
17202,216.5632268367472
17239,425.2340425270387
17383,208.06932830957658
17436,281.0540745202672
17462,699.758116019504
17528,359.1848425514057
17550,625.6286430303273
17578,186.08892032103
17635,542.3686221240654
17640,335.20750307944303
17671,506.54744028470384
17717,396.222957204785
17723,34.854809709210905
17735,278.06892495146894
17858,735.1007340222639
17861,819.612754802872
18101,694.8876139639859
18175,198.06034942234808
18191,81.55142819713696
18410,248.02235895981556
18454,245.53282159891182
18470,832.2509068598515
18505,92.83388208279322
18535,683.0794479164914
18573,301.42559427482684
18588,576.5845435981568
18590,70.86702722005914
18593,274.97170592165236
18645,273.67592934698786
18662,284.65601205491487
18682,206.63781207578018
18723,140.9797288697097
18735,838.3949335518876
18781,298.4813844470234
18822,710.4505631824627
18847,553.1334251743001
18998,72.16252863644291
19070,648.0611488156251
19160,612.8212214760476
19192,461.0511953975305
19197,360.4784101689579
19204,743.5338375311179
19221,399.02566442212725
19253,292.3345383825893
19263,343.34021989061097
19276,237.54042028852217
19413,187.05919637332124
19414,727.8829216715911
19461,817.5538529992288
19469,389.89776466701255
19548,498.30128519249615
19608,620.9112233286658
19632,854.9867312902784
19642,284.02026291724803
19649,70.11543720904666
19707,201.8792983573381
19808,808.374042406577
19910,437.3496669769647
19985,100.31078095314086
19999,528.3516958658244
20021,516.2086012302118
20159,705.7126271644647
20248,189.587262183001
20310,220.3732755022761
20312,486.11148383332284
20324,468.69466216210094
20434,250.305689011977
20465,411.22836774309235
20552,482.3401425642254
20605,89.81460646665457
20615,545.6696716182081
20618,342.2964388099499
20624,661.0792881631163
20791,288.2361237214469
20798,388.55951749100717
20836,292.9667456183423
20871,597.4442575565874
21011,369.8826379147747
21099,312.2990515405222
21153,738.5366973389687
21169,299.5842692917691
21382,774.4712325439816
21446,764.1766540355742
21454,856.1566673443148
21540,808.6949996219664
21545,766.3328934928395
21579,186.42967699377914
21593,336.49698837317334
21618,156.656954755525
21621,448.7677064371233
21720,109.03883952381132
21769,624.8503931062879
21818,201.5820593765309
21830,120.77937729049957
21927,753.9700064660512
21960,701.1405012627724
21977,52.83337911726611
22053,758.5558931707767
22103,423.116069777959
22107,230.2162159713746
22118,704.1042605507054
22168,681.8982730961252
22206,666.1367115920913
22378,763.9801498715968
22412,630.565853516315
22572,206.8217935033131
22599,421.4755969353502
22657,793.7271445286547
22679,749.4404860724227
22681,544.9391550341463
22771,763.9693623840996
22822,383.57492941576805
22865,811.8363344827522
22886,338.6728365800442
22928,746.0466208677392
23003,116.28921776755618
23012,507.70095909711966
23018,246.07747085839935
23078,381.8919723268259
23164,292.21602561736154
23225,274.10344558439385
23237,282.28718936728546
23357,361.8633371019066
23358,414.91173182042246
23395,793.8617353074687
23404,741.7212777436115
23444,409.8903336959585
23477,185.90285359093832
23528,545.7512771679034
23531,684.5156659600641
23731,170.21441038893528
23811,805.8794099250512
23911,305.6247632164779
24081,273.53041300634027
24143,537.497068132632
24173,634.5706843436774
24247,822.5312404016872
24260,155.29641414808054
24266,277.49169036452395
24267,101.57195837958903
24349,347.777508017909
24505,779.9216361519962
24532,258.6004730889966
24538,106.28917482613012
24552,485.00986842967734
24587,258.0328147546714
24633,801.6946251539792
24639,363.9169093628499
24672,675.2029342383207
24861,644.6813669570275
24873,670.7575712802786
24880,374.66755256687964
24919,351.08194390768335
24928,97.60124316249048
25034,760.253696015277
25046,112.05520962802441
25083,613.0052236448088
25130,280.43745192587585
25296,699.3441145022754
25331,222.24063996354744
25351,336.0257794675504
25405,598.4458883215043
25426,701.2920008374123
25430,530.1421113460486
25476,146.39160255675452
25482,298.9174803227631
25513,203.1886762116306
25720,258.1299321776184
25739,719.3089057315144
25757,871.3767351422019
25856,652.4153204585964
25875,160.8163416803849
25997,232.75669475774492
26008,352.81301366752996
26121,442.7406081759781
26192,174.00480963407608
26394,389.0524441055876
26427,649.8232967151206
26645,804.4239535991846
26896,842.7052883907133
26923,763.5338906206041
26948,459.7888256242119
27003,433.92399073186976
27029,738.0068878686895
27094,598.2373060396545
27172,62.00017929802079
27193,678.3005678988317
27230,828.4436563412161
27242,497.0362918714984
27338,763.557596839499
27347,78.22451363048953
27402,653.1961002502338
27602,506.13331045711186
27608,147.96244255939322
27665,274.11419703009847
27685,839.8117843979383
27742,597.3141916830028
27833,781.8953249958081
27918,762.932138552816
27957,522.3449240879702
27986,230.5741755951102
28007,292.1899367245834
28010,129.62437066079394
28072,74.87622176918094
28128,774.149629448242
28153,394.7700305958406
28171,355.83643967865714
28177,491.1638586279174
28208,322.60786446674484
28239,585.0503450248335
28275,777.370937225998
28416,747.0663037899112
28493,518.023432335085
28516,642.8842691022631
28577,396.52569411721674
28619,598.4887701616387
28694,606.9182289057009
28770,706.8049971045307
28809,671.2851663716219
28850,376.9466327088733
28946,857.0288454718577
29009,765.6106423776848
29084,203.66784208071869
29098,402.3419037125382
29169,604.4932599237727
29271,363.62441303742895
29284,55.17894844900494
29285,115.51389317292809
29298,225.85862241879786
29476,455.4015415317509
29504,558.9492242925957
29674,215.8356339680393
29675,357.32526501900765
29743,554.1811980232449
29774,102.83953690534892
29814,452.3121843213217
29822,579.5761845568679
29828,155.2112950120203
29961,198.33022370284638
29976,157.19702828889504
30098,343.7767152992384
30300,844.1550364584414
30482,705.7008362407876
30498,235.45590857879566
30500,180.1442008492503
30503,493.71185128872173
30546,359.6408417215248
30633,570.5524858257295
30679,144.38423968491225
30745,315.1511826495363
30777,301.64145750995345
30883,662.484169976541
30907,348.7995397486394
30913,252.17585642080928
30935,678.0797047749481
31011,791.1744106556037
31040,132.33066204337837
31194,627.2351154846947
31294,255.88881127294752
31313,393.7759254873754
31363,249.5680009585791
31420,469.91238997036345
31435,273.1344508350842
31453,194.63402327630706
31479,665.8254926077971
31746,808.703483121704
31791,585.6634677685524
31794,856.5703306265758
31808,764.4433974836486
31954,859.5449172662535
32082,282.92736865035516
32086,88.85366854698262
32102,439.91651409057295
32171,769.4860054426016
32282,114.46967718155622
32323,310.62942993745315
32394,551.6477860778787
32525,496.9871295906879
32588,665.0275258992837
32636,266.6367425599881
32736,392.2186002053436
32812,121.54257029124489
32920,283.4758733383807
32958,350.98896103762024
33016,447.6141194059072
33086,544.1178042109274
33138,807.3193433301394
33144,179.61479655104628
33300,888.1422667940775
33435,772.5562500022197
33560,105.75131236185126
33605,687.1922052824052
33736,233.44779908668045
33746,494.4820467497202
33868,481.90409432250374
33873,748.8535690792783
33972,711.8260485741253
33980,168.80211104546808
34000,111.16977398178236
34085,537.5108392116531
34122,613.9589735122022
34143,551.9234777287692
34284,732.9320488987954
34340,438.0251138160229
34455,465.06664911071266
34465,671.684016922671
34471,622.9274189292594
34483,634.7721969315916
34652,674.3859380636978
34655,259.0841031645869
34796,223.640621430942
34804,246.78099200625525
34958,696.0719310789558
35020,534.0352684044188
35021,118.65546191587228
35110,619.8805908154933
35118,503.85275822492486
35128,105.38983227075056
35227,732.594846637731
35307,262.1512225568905
35512,191.88385135230328
35514,99.35040198778611
35544,364.415681074595
35660,474.5165509852545
35682,68.99648073157799
35685,864.4802003277257
35695,479.51969015984787
35966,864.5124219835723
35973,138.47141785096312
35978,448.04396410834556
