itemId,Ymin
4585,367.02288446544765
4592,897.5147654278724
4593,402.5547713437479
4625,607.7753803177573
4673,270.50633169681396
4682,775.4967109599074
4693,653.5936238359732
4724,537.3051254724433
4790,350.78636269556296
4997,1295.8643379978178
5066,639.438062389516
5100,276.05793637439047
5142,638.6225024283715
5143,664.8304853688916
5225,488.94297138283423
5236,645.0711897041346
5271,386.39258023534376
5314,440.49889728731137
5332,678.6051175737256
5361,249.90483965110212
5380,575.4743798781681
5383,616.8235074611025
5461,496.5429103119904
5489,228.9624393339917
5496,677.8800802887769
5520,455.1922062027955
5568,712.5682932903953
5588,834.5750219867246
5620,634.0871278984033
5681,554.1198752220753
5692,573.736284430146
5704,644.1182471931103
5740,868.3244117290067
5747,395.63921460696906
5856,303.59869924663514
5913,205.19891844503167
5970,346.3079436244557
6109,1096.6525428404702
6163,428.3889504128997
6244,868.4645877784554
6254,604.1530618379892
6516,744.3685792157287
6520,537.3250425262313
6544,658.6302365090835
6658,387.4603748858149
6668,878.6869084613245
6770,1263.7045859484901
6821,1021.5028257567483
6822,583.8244790033953
6853,361.4247634524104
7133,190.26632286761333
7279,438.502350587318
7318,703.964160076903
7384,889.1371748953455
7418,601.4727001591538
7448,491.50747446990306
7506,972.504327903635
7581,477.5355275069966
7629,745.3740912664828
7683,425.08433568016864
7693,630.1345174615241
7778,964.3431430998303
7838,307.50598545770316
7856,313.31660809347676
7884,714.650336509429
7888,274.96319518411076
7939,529.7449050687006
7989,567.9814155953651
8065,1050.8854426408761
8108,303.2480958387124
8126,327.0882272511845
8182,720.910959982513
8189,1407.1194724093552
8199,376.5560922688709
8200,270.17661285579715
8204,345.33683758211464
8280,458.22113389942876
8319,547.8395605561876
8358,376.5763477470084
8446,508.3184166125104
8465,423.1904796192341
8490,508.5689629728512
8516,426.6987700099557
8562,393.5425055162944
8578,911.4240023096386
8610,479.95201330654584
8647,701.8098759635272
8761,894.8943516633276
8799,898.3949816876445
8841,553.6591302328832
8937,593.2032452788307
8948,370.6465570469577
8950,299.7952434097982
8955,678.4860695668613
9098,222.2027281011991
9216,770.1928757093101
9306,501.02516283227857
9444,744.7604448737934
9489,689.3965950670103
9539,883.3019632000837
9606,605.9112908161628
9628,622.2315095986951
9762,1106.1175100408145
9842,368.11195755175845
9893,538.057212490977
9951,292.6136439984298
10052,595.1231030512804
10195,505.2179493382809
10280,959.107755651709
10339,193.06372997562067
10532,632.6250682023357
10634,390.02562000103194
10712,415.7089843538039
10723,640.6663976325997
10820,631.4553942528887
10864,909.3372223361348
10913,576.4084583941972
10983,839.2198071344474
11147,488.57016460158735
11211,276.22456149824666
11275,336.8756749658594
11365,435.5112825552344
11380,829.7946521803549
11410,637.3120305154249
11463,751.7170784953314
11468,340.84447575228063
11612,996.9548188293863
11735,728.7638405773548
11736,668.574980350282
11913,222.44702338823328
12249,688.2199275096945
12275,330.34910619529137
12283,379.3817313256539
12300,781.5365459282555
12448,566.0982291568782
12504,1012.3786271001093
12545,642.9093171009908
12559,680.6717792649512
12662,619.1676263556562
12851,788.1434251215069
13115,622.9783578590061
13156,348.3212199990881
13162,824.4091408485178
13288,481.1253574360951
13369,923.0361231367428
13413,391.5549735854105
13457,964.7224905388141
13515,323.04916671671117
13593,320.36837648442344
13610,903.134758089844
13720,831.0248150512257
13751,252.4047944187138
13884,581.5434887819328
13921,815.899050379792
14033,376.05508876668057
14077,234.07381574502745
14152,444.24205147500845
14178,759.6202116954698
14254,851.9581584356796
14310,942.7154536419596
14376,792.4045322889765
14459,456.9948537093875
14564,611.3775729745862
14821,199.38111853303457
14844,615.9603640342317
15156,1330.229814193617
15169,491.71825547323374
15170,567.5237419983756
15290,879.819107908857
15382,274.7938873752782
15391,455.2452992208123
15418,676.783794991137
15455,720.8444903010773
15569,991.9656669616483
15596,888.0844404800042
15677,796.7655264331086
15685,790.8544582570564
15732,607.2839713516709
15749,477.00311663003674
15774,682.506834065528
15874,580.606283958879
15912,644.0512012306265
16002,555.3320012056413
16036,800.140352591259
16038,503.27481817193836
16278,340.6866017310051
16288,278.80386669799265
16335,151.7618881470362
16449,750.7121615987999
16465,265.51769711700206
16477,422.9293399205882
16510,552.1858745255645
16543,627.7111715697921
16612,147.7339747421235
16625,1082.3189873160118
16688,652.8507881326107
16857,662.0325215608624
16996,131.30302825733204
17064,601.9595745590414
17130,722.8891546245177
17171,359.7612205495449
17202,678.6584516591174
17239,608.8357759764401
17383,950.0270322391816
17436,1071.630797537058
17462,474.1580258704408
17528,581.6579250874953
17550,805.8971722133481
17578,693.1558060688312
17635,1151.030646162516
17640,763.3777638881711
17671,961.9463374967419
17717,250.12482593559014
17723,490.3778190684819
17735,864.1919973138563
17858,596.3340080703566
17861,540.2283816485868
18101,760.9861765589642
18175,945.853334537291
18191,1379.987590428277
18410,681.952134271688
18454,967.0657918821048
18470,331.4838863399255
18505,587.9940342241129
18535,721.6038034554042
18573,669.5817694090624
18588,224.97021719514
18590,947.1945197720798
18593,605.7499560871195
18645,665.685009593185
18662,499.16271755337374
18682,1100.5665553765718
18723,896.1688293816759
18735,134.439401176536
18781,832.3105834811649
18822,749.1236782853929
18847,254.26561794093647
18998,816.4991570562144
19070,1146.7134291627847
19160,353.119691668439
19192,307.5637624789743
19197,471.84037378963336
19204,383.44475787091005
19221,926.0575213645079
19253,1267.9256055587753
19263,600.1117736799786
19276,570.1207570203096
19413,416.30036960040024
19414,759.3206908301506
19461,222.65638975110974
19469,740.2750277823561
19548,818.518735268379
19608,340.9363502565742
19632,769.1641784101582
19642,592.514688163456
19649,847.3348192101977
19707,576.2182397542399
19808,678.5586621816051
19910,941.5473456974787
19985,718.0331860140232
19999,618.3943146116405
20021,583.4383044142827
20159,636.6277801360533
20248,626.6415780449014
20310,812.7778346949083
20312,474.3933181134549
20324,405.1995091749352
20434,914.8330324410304
20465,631.2201148473181
20552,714.8280376647076
20605,681.9632532588063
20615,618.8137465864505
20618,999.0696617403585
20624,186.86495239163662
20791,1322.5467431403072
20798,1100.6476159950348
20836,968.0178728517926
20871,786.2465609899418
21011,419.8921095627692
21099,1179.4045158928243
21153,313.5770487014048
21169,482.30038033295887
21382,216.13039116106665
21446,129.90665207862025
21454,355.42046601995685
21540,778.8453994539412
21545,510.12922385344075
21579,1225.588669514649
21593,846.265734674733
21618,678.5776637191653
21621,738.0591775087413
21720,568.1755944065984
21769,561.7877779884109
21818,859.3281529251628
21830,669.5147567233184
21927,434.1571325682578
21960,625.034904134232
21977,383.6033225917773
22053,202.60808843647686
22103,1166.0996249749494
22107,531.003536721879
22118,500.9177509311926
22168,319.9786191339414
22206,784.2424608677122
22378,703.7988796240119
22412,843.5301476299917
22572,1000.4939661072113
22599,1163.2790381463215
22657,577.5111918358626
22679,384.7358837300766
22681,313.33466444229384
22771,268.57504196352824
22822,774.1237443556874
22865,158.0667144749264
22886,1286.0930395456721
22928,1115.0340294619778
23003,437.347191479867
23012,393.2003044950461
23018,1111.128375057932
23078,399.60747433117933
23164,413.9257082349325
23225,1073.7432423555654
23237,696.748145742265
23357,263.31495665127693
23358,785.1568826534389
23395,219.48039560593472
23404,250.1122578352277
23444,398.5782092866431
23477,977.1240615092261
23528,873.4709909259775
23531,377.1811919602163
23731,352.23617650162964
23811,582.633213557147
23911,426.10594647381095
24081,921.7417471769056
24143,711.2894421081727
24173,473.12598955686724
24247,433.83731302852215
24260,818.2079439550013
24266,748.1505455631839
24267,609.9699373706363
24349,714.1787181978561
24505,727.0770637864676
24532,365.9419307802791
24538,1428.7168695684245
24552,320.6566570832265
24587,660.4993913389078
24633,907.581006918535
24639,637.7638737979776
24672,623.8887763814597
24861,513.5266305487938
24873,481.62685567908375
24880,763.4067407134887
24919,671.6537057505683
24928,848.4303109771125
25034,562.3368013982365
25046,669.380352321648
25083,457.4698538210515
25130,669.4313507047184
25296,307.40470080311576
25331,274.34518496942337
25351,1168.1290761464538
25405,207.25741888133408
25426,378.3427280844627
25430,281.0939564887091
25476,806.822592010259
25482,385.13173446254433
25513,751.5145337402694
25720,438.2809876650017
25739,522.3312062760148
25757,279.88899971827004
25856,810.4872398362284
25875,525.9322761127909
25997,507.3281888243281
26008,568.1244299773412
26121,312.62107177447524
26192,356.90557952407727
26394,370.45805219115925
26427,503.0145267948001
26645,407.11243743623226
26896,722.9979361997728
26923,763.85827870396
26948,436.46162863590575
27003,602.3724522590153
27029,580.1487100739728
27094,816.5175998674745
27172,882.4011523694919
27193,605.9474985144622
27230,209.99926883600523
27242,783.7123934414208
27338,903.1352001777165
27347,639.9128772309843
27402,702.223578393037
27602,362.96895621382794
27608,874.908336366828
27665,368.18023921743855
27685,120.38549808316759
27742,231.02392406019436
27833,373.7918312931089
27918,186.96346715786436
27957,662.4793686912013
27986,618.4746638631392
28007,570.0764111944351
28010,932.9218504271327
28072,847.4495506119206
28128,965.489246044721
28153,278.05468705393594
28171,478.70896693243037
28177,1110.116211705865
28208,360.35546350307635
28239,878.1422061846858
28275,438.31160455739604
28416,548.6156689423135
28493,444.11088816014035
28516,184.59443390236177
28577,700.0007349482872
28619,775.7215409287635
28694,396.0244724087721
28770,875.622145025769
28809,842.6889552197439
28850,325.0365781652396
28946,406.0814546997667
29009,187.34526168652857
29084,404.0011646003501
29098,864.264926488627
29169,782.1335794108319
29271,584.203106370148
29284,1385.738803269286
29285,875.7963472489109
29298,424.8091102180527
29476,993.0634002734048
29504,854.4651927893797
29674,678.8802097373976
29675,565.87936950239
29743,537.8731809124433
29774,490.6702046893258
29814,510.06592335350666
29822,396.6701112667757
29828,1128.9595887633875
29961,461.3195965860988
29976,380.69190332614744
30098,890.456421042956
30300,531.0627095455054
30482,817.0402043070886
30498,413.6807133201949
30500,363.4166185688738
30503,294.3870524516449
30546,1107.0576067240122
30633,1229.4350444641555
30679,645.075684295448
30745,476.9176061605365
30777,1212.3329645693586
30883,631.8484182290442
30907,532.916536846096
30913,711.5637949358191
30935,489.22873451518365
31011,658.8299899026775
31040,739.2648502216646
31194,629.662596454953
31294,900.5725139731296
31313,430.1032888887661
31363,310.0304917184653
31420,703.2480142449087
31435,1078.3209900424401
31453,726.7402501242159
31479,540.4137686851375
31746,802.8494998705215
31791,663.6163903071222
31794,556.5313224768677
31808,263.82443279310814
31954,782.3402140637775
32082,426.7797003734367
32086,441.8880330057401
32102,682.902002270432
32171,421.0308972732839
32282,617.538735932723
32323,742.82649801108
32394,591.1665276913205
32525,898.312549940378
32588,553.6981158132396
32636,712.3087611399026
32736,369.89502471328086
32812,1371.3065291219627
32920,1032.4263712486556
32958,736.1228628739892
33016,584.013002267007
33086,924.4493322903089
33138,434.1844247709896
33144,829.1213350865603
33300,432.47931530771507
33435,248.37104983942166
33560,847.4951554826489
33605,535.7362096476768
33736,835.8252150941323
33746,805.7538021434023
33868,285.48295877882504
33873,818.9127673577302
33972,567.9659476183388
33980,717.055312177796
34000,874.71035255181
34085,623.7431151415058
34122,289.825644771242
34143,606.0217470382132
34284,659.8776896393308
34340,653.5836789466628
34455,334.29811578250906
34465,318.52420132533524
34471,727.4548142993693
34483,1183.0941724810775
34652,898.844158220832
34655,1270.8922730263137
34796,426.89770708223864
34804,624.9177940930456
34958,187.10953480829687
35020,202.58365368270873
35021,444.39172664843073
35110,1021.1028125980781
35118,687.354915744528
35128,470.8574764888392
35227,671.6094651094545
35307,338.33790262277546
35512,912.0343054648404
35514,466.6935559979702
35544,559.2472981480397
35660,256.7433698072622
35682,1441.7754476170462
35685,232.50553904520245
35695,427.85861774213777
35966,629.1141348378162
35973,901.1095110387976
35978,636.497674465337
