itemId,oof_Ymin
4145,304.4161213967695
4163,720.00156755224
4220,528.5453631973207
4236,263.9720484342384
4257,619.155785133399
4322,353.40978579425905
4408,854.2792319624589
4538,738.4032612058672
4547,311.75883861254005
4549,964.2876209397656
4557,884.1990263452675
4570,590.7451482323859
4582,380.6781042582459
4584,760.1966900449129
4608,261.0188137586447
4629,536.201563161883
4631,756.199938444903
4752,737.7934408797885
4788,907.9799049620349
4846,695.241870498233
4878,684.5522072488818
4927,860.7506902944612
4936,257.7338683102832
4972,552.4145965475466
4992,775.6207813137231
5009,233.9046427591039
5014,302.52187045774997
5067,676.032867817922
5169,755.5211156811579
5205,666.4196998015735
5286,702.7415929378442
5312,824.4199227294538
5389,455.17911167427593
5444,110.41206420289332
5447,658.8126444389318
5466,453.74595113841895
5471,1010.0822097459646
5519,1237.3085174311893
5602,563.942308261888
5604,359.1565011268962
5611,811.0286036754353
5647,633.2975986843132
5670,320.11979286294275
5676,907.7982032428247
5705,1279.9857839372405
5709,344.63626890352265
5778,788.3560598859498
5797,333.7392570853155
5886,657.0166871484626
5907,254.48169485138644
5920,719.6507541515649
6013,923.264851593942
6090,522.9112158270704
6132,624.5900091949675
6162,818.9940110685174
6171,451.37527726019243
6219,461.8610047224796
6308,445.859551561244
6433,928.668823886852
6441,318.3877511090345
6497,1204.6268281706912
6606,259.8998669446385
6646,517.9148590964048
6665,852.9615703914824
6736,480.0103572539317
6933,837.5212627801193
7010,436.13064511005336
7090,806.0743622337015
7243,602.9930262241465
7266,360.2244840633804
7290,564.467886385136
7305,870.4750590406336
7394,994.4940291980489
7439,193.4288158351317
7458,727.2835183587301
7478,565.8407818625205
7481,513.4466536228892
7485,740.186700858839
7535,321.3231182046537
7555,1038.6048612741208
7591,225.11864315041302
7617,778.6456374157923
7673,938.9631059179546
7707,976.7030238180482
7720,794.108132294963
7761,449.48042535965664
7815,180.90344953262965
7862,259.27331363789244
7876,269.8225553873797
7994,677.7352149362365
8127,538.6986297723713
8180,799.7914768351278
8271,551.2740266404055
8288,482.90076349251126
8296,593.1074960384102
8316,775.9766575471992
8324,665.3988344301929
8374,618.7420153727298
8376,609.7574580481604
8387,790.7115806589554
8398,1017.4330222723202
8438,911.1335863546544
8506,361.07340759439563
8520,674.5408552935568
8569,413.2285325396829
8585,603.6966796066445
8636,751.8349789573332
8713,655.309771470402
8723,712.2551364745159
8747,589.1519026149373
8774,879.1705528450477
8836,834.6662591093396
8904,317.4854897858953
8924,682.4189896299757
8947,731.6021188371917
9014,870.9849371165001
9021,332.8564136198021
9027,347.62297113799235
9044,279.2947226954028
9122,400.22064902819415
9155,150.71423067008013
9180,731.7103628262854
9199,815.5254592702232
9209,549.8280076812434
9211,211.21168184457034
9292,469.46578438589984
9323,507.96939870174725
9333,1246.9148724886202
9395,1107.451925521264
9407,959.979998202268
9427,458.64645390741595
9454,261.6584145528097
9467,694.7084985004834
9481,286.467734683576
9523,853.0716042964352
9636,492.09648325310314
9655,914.2018405056971
9663,595.1969057174169
9713,655.227251202853
9743,523.7342685911656
9813,968.9627366159319
9880,283.9970201514626
9890,948.3266497496736
9894,348.7570107760815
9922,645.7128355465123
10004,640.9431206636319
10006,653.7423466479067
10010,607.4498379977642
10058,883.7119684476943
10167,759.1785145240467
10201,284.05609170654077
10255,1056.6787407777936
10273,539.7660011748496
10323,778.6971729266409
10326,442.58706683879007
10358,498.789742751237
10412,567.7946031324958
10417,586.992205209926
10477,713.0456587784142
10521,850.0116736325883
10544,552.1072091409504
10598,517.3579388865783
10626,542.2203185823538
10637,306.07658538852706
10727,487.1211491877561
10732,511.92385432584643
10766,203.23928759434997
10785,871.238517951161
10845,578.7242224775404
10867,665.5811602598222
10878,454.9578382436748
10896,382.44903654904095
10916,731.3094644096755
11031,817.0192184193231
11036,773.7101062789594
11109,641.5232968969377
11131,740.7934260742477
11174,866.487871765082
11184,472.1640757614336
11212,475.5760116461008
11214,188.25962820432775
11258,540.5649280907585
11372,445.8253535794552
11383,310.4377068429619
11687,716.8605520818365
11703,340.5483629155416
11796,1065.5899479388784
11805,509.2878710190062
11891,755.073208347509
11910,757.9072041977347
11921,625.7121618653917
11938,580.187681020097
11979,897.7992187006913
12016,707.0669695148368
12215,965.0545659665311
12233,431.8641521159709
12338,747.0178606478516
12371,897.5609074310022
12433,577.6549470551379
12466,472.14807683822795
12488,357.0934133158812
12515,417.3420100052272
12543,638.2524272332953
12564,606.6891020590795
12582,746.343155873881
12667,510.2489752801658
12669,719.7336486432557
12677,824.4954337130033
12695,249.18340002959798
12701,877.1861074927235
12780,939.3748671420925
12788,567.575437280633
12796,691.5909219965095
12831,1053.5944129717184
12908,552.5944531468568
12975,893.0427288803388
13007,869.3385671106857
13017,667.5929211344057
13110,461.687090058609
13134,851.0352979801914
13145,686.2822310989602
13194,629.4988323746063
13209,764.14338876297
13260,741.5964276915669
13293,384.2141826351398
13336,262.57682821351983
13353,285.14672352135915
13386,564.5793183574666
13438,1006.5048149604036
13502,483.12821130971344
13504,782.2397939033557
13526,375.5462365783955
13623,619.1077275282579
13675,837.6467913979011
13695,887.7058273948726
13738,313.76535750937023
13778,1016.7062174711945
13832,339.21185231396174
13844,947.178719862758
13855,1148.3442763264077
13862,1015.7357530484055
13871,659.6624044949144
13899,834.6806848774888
13954,423.58303263049936
13967,1019.2982500300013
13983,668.1042072487317
14020,951.3409478518702
14045,1016.1084789073085
14056,645.8323481004479
14067,162.96965402125946
14100,794.7785260188521
14182,834.2014118788792
14203,1114.7842869051042
14215,938.5885965773741
14350,507.57298025031434
14408,1113.1644278868382
14480,486.440173296143
14574,1210.7746586852174
14575,841.1293992047124
14676,548.8093164539686
14681,964.4871621503304
14685,825.3376768127144
14941,334.13942268779255
15026,705.0470463922261
15092,298.4057373777617
15096,837.4856082807764
15139,547.5623470857787
15150,401.4194271710825
15247,137.66492593042298
15331,639.8116110894488
15352,789.9713770979137
15374,782.126424032247
15421,321.0664197342194
15471,330.5359465932742
15490,666.8881920566113
15600,535.0870603102408
15635,865.5917005757085
15657,240.34154782594018
15705,258.05152664319354
15722,343.3128784136316
15763,292.0000371490179
15792,551.7315140532497
15826,180.4097560525718
15840,628.2123198393447
15842,233.97507310372902
15887,589.5991971709896
15913,716.5185517189174
15953,767.4862485063302
15960,472.23959264085016
15980,629.2483520617302
16044,672.6881228878535
16045,177.6436195342411
16066,746.1815038511262
16073,544.280237218167
16118,789.8019342019369
16228,364.4041332134483
16236,936.0033979844648
16237,477.43957175846117
16238,500.94090226361226
16332,623.8498766129438
16356,435.8145595556166
16456,416.5810794815378
16468,831.9774966926921
16515,210.2093009671409
16538,1036.8559069589023
16681,592.7369495696735
16809,986.1754534369915
16818,509.95088588505774
16845,747.3096557231279
16852,688.6684606553159
16891,877.6325556215377
16944,791.0301918084361
17007,428.17025986947584
17132,904.5811115809797
17177,697.8352346053356
17180,666.0305361671827
17190,941.1386805506249
17191,1022.6652339970925
17194,192.61495543178992
17208,897.0711209102055
17216,766.6053767021555
17222,642.9611460975401
17240,439.44067731180365
17285,875.5774734952109
17324,753.4437811950603
17366,937.6097340821908
17403,204.36785598682292
17415,714.9589291846094
17419,732.3276928712446
17449,929.3673857969792
17580,460.9807353604589
17591,611.6706470338635
17604,462.2364864340568
17622,226.2185112984925
17653,598.4991435003249
17736,457.23991244452816
17775,572.2210289642602
17852,946.1086181531315
17919,655.12744904107
17925,603.0175294848287
17990,785.2562647937837
17997,887.7755511858994
18064,463.7504623172255
18093,498.25204296893423
18096,583.7693184655709
18120,956.5709842526359
18159,866.6707157773758
18167,491.67996574696247
18168,697.5921415351899
18232,468.5558893124553
18269,504.765163285348
18281,804.636454954721
18346,696.263825115213
18371,896.1337426325636
18374,523.2864975621499
18453,284.88736276715133
18490,530.2395759950039
18493,398.01233023725035
18546,784.1217376478892
18712,601.5099149966627
18713,150.4621141122065
18729,890.4875933392622
18750,204.21409930697374
18756,722.1236625356804
18784,478.610837757452
18796,477.36508367453484
18830,534.4090550641745
18864,412.7923438259255
18994,301.9232895254778
19022,1056.5040084100337
19043,599.9022715342223
19080,738.9430220049934
19082,968.4521956314526
19125,440.4980513653571
19179,482.8699541074672
19187,327.7374874906121
19200,432.7449271292047
19229,794.4444754040188
19237,758.3004641100549
19239,490.990519130468
19261,599.6403702971152
19262,682.8359903358497
19388,972.5083282120996
19394,384.35734142718616
19471,306.6205519070738
19545,405.45129664825964
19558,795.5808386572614
19633,800.5573925715846
19666,83.0985407725559
19745,329.0555281302705
19771,762.6259684291288
19799,1316.2660964210495
19834,411.7608651932416
19846,355.9760279122118
19861,1041.1768588638815
19871,613.0342662589213
19926,855.8123981884951
19947,913.9856788936238
19959,532.5309300282909
19962,766.2361044456741
19963,485.73369191219496
19964,1010.3518701242708
20028,320.5249887979663
20098,722.1632008709538
20243,263.24776509515544
20259,994.3273204277956
20270,482.0022469888148
20275,582.2023693928328
20303,191.10998801736662
20305,637.5205040868213
20309,566.6695269444376
20311,1055.363865124806
20372,694.7675130358716
20379,277.2945861511797
20383,403.87882851666734
20427,745.094437421206
20438,609.6397956565211
20476,477.1211325752216
20483,398.8014918623891
20486,651.3734145859448
20558,1044.4300810019713
20671,717.8863564663138
20710,568.2815277382456
20735,549.1379739120481
20754,312.68667890006003
20768,461.97962229651966
20834,249.4655392710285
20852,654.1203170598875
20859,414.35623257648143
20917,385.7616389122828
20930,666.4097984238645
20968,558.4039364943013
21040,666.9078043923913
21053,483.32187017777
21067,483.37869870722733
21080,463.4815786016797
21098,602.3555514170099
21223,610.4146237246538
21231,717.6768844362155
21296,798.9743717111197
21299,113.07669280467115
21356,239.58543778369608
21390,851.989646617519
21424,545.3302564616062
21486,713.5211416258742
21553,143.93098620243998
21563,549.7483813817989
21578,611.5815586148286
21605,849.8449837979613
21655,879.0361874517573
21656,783.0370955230667
21659,857.1968086135306
21732,774.9933359096472
21781,948.9688028718201
21793,683.9308941120336
21822,413.4201872521673
21836,315.50100514439333
21839,407.5046103027924
21997,864.1756680452082
22052,619.7621921542865
22125,819.6171639951566
22164,347.7656758945299
22165,335.2044175259799
22254,1379.9721115812606
22326,448.93410470274927
22330,839.9981296161251
22331,781.289244015466
22391,492.2902525821099
22393,482.9571848109704
22408,317.4358492940063
22413,794.0959952813353
22454,791.7214357358052
22475,649.3564928249492
22476,804.6086107860746
22483,731.7666843073088
22537,660.2284563927643
22538,333.72339912080906
22604,859.8967172847728
22610,499.25508537722106
22626,496.2563342282834
22723,425.0919846180422
22880,705.5981923650577
22891,1037.6238347763006
22892,643.6029381560525
22992,926.4408530964914
22998,578.7148473776633
23024,551.5339019344935
23031,245.24570204480975
23060,443.17951740113443
23092,843.7439334468013
23104,1117.2452865429939
23115,363.05977124562486
23135,445.81024695535183
23173,497.9058916305429
23181,840.2231712596018
23259,774.9794762858098
23261,950.626750411969
23267,850.0292724463795
23294,356.7625950613943
23334,640.5379344963868
23342,503.2534290731466
23371,478.23498197952324
23372,543.7628801102157
23416,708.9726996782148
23435,569.9181539820672
23464,504.7897337311394
23489,210.0027070163027
23511,1065.6449450307878
23546,748.1995293428859
23561,755.7943696598702
23609,573.3196594130726
23680,818.4339094331676
23685,573.3557925627805
23728,607.2160257340488
23820,1203.570369262688
23835,912.4000660754482
23858,1083.4986986022823
23861,382.7450126699757
23883,381.9514588413075
23916,309.79211740904725
23961,698.2981782133314
23986,195.66859638184022
24053,829.5604080085038
24077,851.10774802418
24142,714.992701099487
24164,545.4177630113236
24291,371.65691643615935
24307,358.6741173832238
24380,860.4327269016537
24381,321.5999056183364
24422,396.7009797521377
24450,442.62594030753576
24527,693.7898394384199
24544,754.250661451735
24558,575.6721305565245
24662,1358.778617456699
24752,1101.1971860310168
24763,873.7533383677547
24950,446.98764566086214
24976,504.34665166797055
25014,502.10837858790956
25065,589.4226946079979
25072,454.794009656557
25080,492.53358262912667
25094,614.5168245104954
25105,317.1838425010009
25112,620.920575720851
25135,1186.009084869591
25142,1375.1962411568093
25162,669.5174623581836
25324,1034.0671379709302
25399,156.86264507056922
25401,496.3252683383696
25489,544.520164308688
25530,134.11818096304313
25583,612.308571437229
25815,510.6660607605343
25880,820.9594603619623
25962,383.5318097224049
25963,1036.0941170839988
25975,787.4881519015709
25988,862.727706920892
26006,829.0901176161351
26046,326.9163223530533
26191,300.790443567232
26233,679.7737696888794
26263,226.58198233155807
26272,415.0806666837259
26303,313.7209996714856
26374,502.3154092718913
26391,580.4629203121397
26393,390.5310745730314
26395,848.7644485369676
26428,811.1260268755927
26489,594.7728924575649
26492,721.8188535156545
26565,783.7941096359543
26628,607.1340235557486
26654,542.9903881725538
26659,591.4435404664429
26760,475.29462074882883
26839,512.3986530330945
26853,353.45744923285014
26858,152.5123643811193
26881,700.0845255469557
26888,311.63275725296984
26930,477.3201603529118
26931,340.74189675076883
26967,742.6563170610975
26973,986.940763321323
27005,963.5962116140346
27107,567.3886282340719
27116,636.3047301089622
27121,322.5829563441887
27152,752.9905249359775
27233,768.3236938284324
27245,416.21405278157204
27312,383.49266219181516
27341,986.6774967750799
27396,799.6453262941076
27398,432.2118415873829
27420,192.97158952250172
27546,806.6226959835168
27559,792.5951251364307
27571,816.1059304109464
27587,400.183401988929
27601,609.0257506334056
27603,633.1433651547221
27634,682.7187031479631
27645,434.3220177484732
27663,746.0820713319712
27714,467.6590202497064
27762,255.31463438236224
27795,956.9041700218032
27956,821.7360035843528
27958,316.1574125679271
27959,417.90069624621697
27969,421.7514604092396
27993,498.3049145367021
28021,497.8702029105688
28030,699.9812340791741
28096,438.3206623054159
28172,255.34059918715724
28183,409.6584377234091
28195,801.7346350690524
28353,506.38797870523103
28398,700.4923319393664
28422,916.759964492198
28464,282.16561440402654
28469,325.29591490665183
28478,890.3435348161443
28560,892.1419729618734
28594,886.6369289401948
28597,346.1435259372482
28677,477.5438011690013
28736,750.2371448508666
28739,933.0838082634074
28802,1126.7669294152365
28804,241.47730267422935
28831,535.809327822913
28915,829.7692395969665
28917,252.82435809931619
28965,333.84619003090285
28987,630.9039978532904
28998,644.4118382087211
29008,409.2352379074265
29012,528.9019336855908
29018,247.6622891029706
29123,500.135400700963
29141,868.6485773562601
29164,310.63269774503175
29167,671.7825718515238
29174,960.9714981405555
29178,772.3367372605885
29182,958.1881767144638
29200,236.46000110160657
29236,431.5176320476122
29237,794.224747794597
29282,525.7640256013758
29286,569.9604917338949
29498,341.0334782820098
29550,294.4384580930256
29563,956.3033879335233
29585,770.8575293164141
29593,708.1590356126615
29645,530.4847984492843
29669,512.8764534797057
29780,1177.4134627890764
29854,1043.4744168553643
29906,942.9195551680855
29956,684.5722073759791
30034,619.607432927844
30089,415.1297853877372
30093,985.0378189247945
30097,180.06846346412382
30112,414.51220196706873
30121,451.20827811081995
30200,861.8878397354729
30204,1037.1609885096948
30215,358.7964763436898
30242,1019.5386622740783
30247,732.0033582639396
30274,798.8328900938806
30315,545.631428389134
30437,799.9515915094793
30510,782.8353441569634
30583,577.0134341276058
30615,485.57710127758475
30683,1248.028541639077
30699,508.781663099755
30724,233.54839213973898
30742,554.5670164523002
30796,729.6755951271527
30934,708.8902960745572
30965,307.7685625593377
31018,568.4467932108215
31033,950.2615024098471
31045,812.286562352658
31086,597.4299926746916
31098,723.106948829664
31101,757.7596650045602
31168,720.077813558481
31182,341.52421903228384
31229,515.4380235713836
31252,587.2884670014172
31292,173.88549589457836
31297,396.91749457507706
31331,880.9118090679273
31392,692.5010323984961
31398,487.75706967133414
31443,339.77890700668536
31515,716.9591984888141
31556,641.6953145125949
31561,359.34429142572924
31634,615.4183681543294
31641,444.1333156218358
31700,173.83487971401252
31749,1022.5506516800103
31863,455.51811745300995
31881,656.6783980680252
31932,252.10334857334973
32004,861.4481837762008
32050,899.9626247700763
32067,610.3403170531542
32101,859.5173974151841
32106,599.6774913944669
32119,601.5311107459132
32152,158.4019849972561
32159,567.5804793687291
32182,367.2828524907312
32264,352.9054898544849
32281,492.6923691975062
32303,188.96994648096893
32310,526.4112018738673
32337,766.6922386156896
32366,368.3750795327277
32387,411.1287710559488
32415,247.89331072689347
32431,424.04755322219836
32442,781.5110018407197
32477,454.2807145932642
32479,193.86956237041866
32493,829.3053896191741
32513,759.4619716441277
32551,1380.461908151913
32626,380.2971711385891
32631,801.6460423619923
32641,319.23152734983717
32701,485.8124689193173
32714,722.2990567731558
32764,713.997133394924
32798,918.9766875839174
32866,390.304071838709
32888,496.70217978565915
32928,781.8598507112747
32954,654.9931368282975
32988,1061.260672102873
33024,661.1900124312023
33046,1069.8540084266904
33081,409.3417216090343
33084,678.1937409275878
33252,1077.9702183783245
33259,1140.913136752168
33275,665.764832715252
33304,1296.5786086936346
33357,905.450228393254
33434,373.07329627576644
33518,783.0984563927994
33551,972.8194247915221
33598,812.6374162029219
33651,437.14138073919474
33665,568.271791234398
33682,514.2329839596009
33690,866.9877075687086
33743,941.095741208937
33764,963.1266441605519
33804,508.8392510782651
33858,223.45827599033268
33872,882.319839137491
33896,809.106427499041
33897,776.4486007964786
33942,492.204659770938
34114,1035.180363717885
34115,731.4604097423401
34151,1061.9098334671032
34163,573.6684155791941
34170,718.6774012222967
34212,730.4664611912101
34214,327.4031216444866
34245,1060.2150064633872
34247,1332.8164122753803
34332,721.5895423311146
34339,566.7829193101819
34362,210.83261227919454
34495,621.017392834782
34508,911.2147688215216
34543,905.6281164720218
34614,453.24577747012006
34667,732.3400204632098
34774,281.8901019385043
34791,870.7243894664999
34824,940.391333346568
34910,347.51366590363455
34934,606.3737367976827
34957,980.0194267603612
34973,295.66809365933943
34990,651.9955618479166
34994,855.7122737969585
34998,536.6194366038699
35081,978.6851358271952
35102,874.5745409701321
35123,1036.1948517229803
35131,532.7055942779057
35187,830.9514045997723
35189,469.64496693145423
35223,542.5754531540047
35341,621.5759463079561
35360,319.4529127663605
35388,542.5929649874414
35470,570.0642252741035
35476,967.1410860722066
35492,666.0169999847122
35648,791.1815354412677
35652,215.3103524613278
35684,125.49194648576736
35699,619.6509529256331
35703,420.5123316780438
35719,596.639498747614
35738,576.0899588212169
35799,766.7892591179306
35851,548.2698410159373
35868,604.8018303469293
35873,451.9018832751418
35962,479.68826775941454
